0.4041242,0.79419553,2.7392574e-07,0.39936304,0.75904566,-0.00038955902,0.40719417,0.7217777,-0.00441083,0.41623306,0.69795495,-0.008926772,0.42510742,0.6800161,-0.014247388,0.42172438,0.7095675,-0.013387637,0.44966853,0.67614424,-0.022573687,0.4691816,0.65441877,-0.02720101,0.48393908,0.63913107,-0.029242221,0.42889425,0.7240646,-0.018240687,0.46103588,0.6847569,-0.026974587,0.48234418,0.6586639,-0.031237189,0.49904105,0.63845706,-0.033207834,0.43750697,0.7444913,-0.022636266,0.46826982,0.70417917,-0.030032173,0.488017,0.6776669,-0.033488054,0.5032636,0.65673065,-0.034818176,0.44624624,0.7692885,-0.026712509,0.47082373,0.7373078,-0.032507226,0.48500028,0.714552,-0.034167405,0.49642992,0.69485843,-0.034360543,thankyou
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thankyou
0.5887202,0.8256493,1.3691779e-07,0.6019625,0.7845912,0.0021412866,0.5984106,0.7461418,0.0040357444,0.5885764,0.7210116,0.005649187,0.5796954,0.7013142,0.00627659,0.5676391,0.71892357,-0.00015525309,0.5472399,0.6782466,-0.0017583692,0.53376865,0.6536349,-0.0028962677,0.5226946,0.6351006,-0.00405388,0.5566828,0.7326249,-0.002903236,0.5357198,0.6882235,-0.0071066297,0.5218205,0.66153896,-0.011062835,0.50991213,0.6388821,-0.013655068,0.5482054,0.7551872,-0.005260231,0.52929676,0.7123952,-0.010027635,0.515348,0.68499506,-0.014109371,0.50422484,0.66197926,-0.016440202,0.54174167,0.78503484,-0.0068707103,0.52357084,0.75401545,-0.010382411,0.5130393,0.7334976,-0.012201338,0.5048274,0.7146992,-0.013249432,thankyou
0.40485117,0.79521537,2.5114272e-07,0.4005151,0.7612361,-0.00024221106,0.40747046,0.7243937,-0.003966694,0.41580373,0.699827,-0.008158339,0.4254894,0.68173367,-0.012970637,0.42473307,0.7092676,-0.011071509,0.4524673,0.6749998,-0.018708955,0.47004172,0.6533803,-0.022357745,0.48297736,0.63775855,-0.02394643,0.43234062,0.7221625,-0.015618001,0.46303922,0.6818435,-0.022856118,0.48290697,0.65633655,-0.026396058,0.4980864,0.6368698,-0.027959725,0.44061407,0.7412742,-0.019795142,0.46981153,0.6997824,-0.026190972,0.48898056,0.67449284,-0.029297939,0.50390506,0.65413815,-0.030507337,0.44869205,0.7658586,-0.02364963,0.47190833,0.732824,-0.028794717,0.48549375,0.71118647,-0.030089209,0.49630257,0.6924492,-0.030045616,thankyou
0.41182488,0.7960074,2.4330964e-07,0.40702257,0.75939,0.0014115474,0.41290867,0.71985435,-0.0022430154,0.4206159,0.6947765,-0.006560404,0.428374,0.6758767,-0.011827872,0.4302152,0.7057152,-0.014574817,0.46069604,0.6695502,-0.023723584,0.48029295,0.6506878,-0.02791527,0.49462923,0.63825184,-0.029516967,0.4371577,0.7206582,-0.020155728,0.47101304,0.6762544,-0.028633514,0.49270332,0.65118074,-0.032336902,0.5091734,0.63335764,-0.033846594,0.4450588,0.7423301,-0.024981845,0.47674605,0.69644463,-0.032118697,0.4964996,0.6711155,-0.03562581,0.51130533,0.6522543,-0.037090704,0.4526718,0.7692936,-0.029221103,0.47732833,0.73475933,-0.035415303,0.49104467,0.7121187,-0.03740862,0.5021815,0.6921202,-0.03774773,thankyou
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thankyou
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thankyou
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thankyou
0.48515227,0.809726,2.4431418e-07,0.5040275,0.76628727,-0.014135307,0.506833,0.71313816,-0.01742206,0.50302196,0.6677472,-0.017286094,0.5007044,0.6304297,-0.016187413,0.46218395,0.6960297,-0.0056041526,0.44480202,0.6523221,-0.0026620433,0.43461716,0.6267101,-0.0016039228,0.42715198,0.60958046,-0.00089880906,0.44691834,0.7148081,0.0028364218,0.43154806,0.6689239,0.009404804,0.42271444,0.64157027,0.011616972,0.41683185,0.6230976,0.012448346,0.4374906,0.7344895,0.010208687,0.42581245,0.6926891,0.016707193,0.4198266,0.66794443,0.01828588,0.4157466,0.6501647,0.018397838,0.43273526,0.7549666,0.016114926,0.4219801,0.72487926,0.020665172,0.41678867,0.7066868,0.022657823,0.41338325,0.6927689,0.024127632,thankyou
0.40940753,0.8005372,2.8029294e-07,0.40366596,0.7616777,0.0006010828,0.40956184,0.723402,-0.0028939538,0.417825,0.6984414,-0.00681556,0.42742985,0.6802139,-0.0115161175,0.4252521,0.7074576,-0.0117939245,0.45477232,0.67394674,-0.02012764,0.47433403,0.6519649,-0.024480054,0.48888788,0.6371837,-0.026356768,0.43442193,0.7203076,-0.016687261,0.46758157,0.6791834,-0.024023421,0.48936465,0.65261686,-0.027980072,0.50590706,0.63399243,-0.029893674,0.4442085,0.73961955,-0.021005752,0.4744728,0.6973108,-0.027175466,0.49459916,0.6710884,-0.030426614,0.5105024,0.6509038,-0.031921264,0.4532073,0.7644406,-0.024875086,0.4763704,0.7304567,-0.029720735,0.48940954,0.7080739,-0.030714082,0.49999565,0.6893317,-0.030541915,thankyou
